0 1.48672e-06 5.3624e-08 8.19132e-09
0.1 2.43896e-06 -8.37224e-08 1.4777e-08
0.2 3.9613e-06 -1.37344e-07 2.63924e-08
0.3 6.36983e-06 -5.35591e-08 4.66688e-08
0.4 1.01409e-05 8.44295e-08 8.17018e-08
0.5 1.59837e-05 1.42297e-07 1.4161e-07
0.6 2.49425e-05 7.86939e-08 2.43003e-07
0.7 3.85352e-05 1.42976e-08 4.12847e-07
0.8 5.89431e-05 1.71579e-07 6.9442e-07
0.9 8.92617e-05 7.56735e-07 1.15641e-06
1 0.00013383 1.90145e-06 1.9066e-06
1.1 0.000198655 3.71509e-06 3.11217e-06
1.2 0.000291947 6.40172e-06 5.02951e-06
1.3 0.000424781 1.03675e-05 8.04718e-06
1.4 0.000611902 1.62916e-05 1.27473e-05
1.5 0.000872683 2.51889e-05 1.99918e-05
1.6 0.00123222 3.85084e-05 3.10414e-05
1.7 0.00172257 5.82915e-05 4.77186e-05
1.8 0.00238409 8.73952e-05 7.26259e-05
1.9 0.00326682 0.000129785 0.000109434
2 0.00443185 0.000190905 0.000163256
2.1 0.00595254 0.000278142 0.000241127
2.2 0.00791545 0.000401398 0.000352596
2.3 0.0104209 0.000573774 0.000510465
2.4 0.013583 0.00081239 0.000731664
2.5 0.0175283 0.00113932 0.00103828
2.6 0.0223945 0.00158267 0.00145873
2.7 0.028327 0.00217766 0.00202905
2.8 0.0354746 0.00296791 0.00279426
2.9 0.0439836 0.00400655 0.00380976
3 0.053991 0.00535735 0.00514264
3.1 0.0656158 0.00709563 0.00687277
3.2 0.0789502 0.00930876 0.00909356
3.3 0.0940491 0.0120963 0.0119122
3.4 0.110921 0.0155696 0.0154493
3.5 0.129518 0.01985 0.0198373
3.6 0.149727 0.0250673 0.0252182
3.7 0.171369 0.0313556 0.0317397
3.8 0.194186 0.0388494 0.03955
3.9 0.217852 0.0476777 0.048792
4 0.241971 0.0579575 0.0595947
4.1 0.266085 0.0697857 0.0720648
4.2 0.289692 0.0832311 0.0862773
4.3 0.312254 0.0983259 0.102265
4.4 0.333225 0.115057 0.120009
4.5 0.352065 0.133359 0.139431
4.6 0.36827 0.153106 0.160383
4.7 0.381388 0.174112 0.182649
4.8 0.391043 0.196122 0.205936
4.9 0.396953 0.218821 0.229882
5 0.398942 0.241833 0.254059
5.1 0.396953 0.264732 0.277985
5.2 0.391043 0.287052 0.301137
5.3 0.381388 0.308303 0.322972
5.4 0.36827 0.32799 0.342944
5.5 0.352065 0.345627 0.360527
5.6 0.333225 0.360759 0.37524
5.7 0.312254 0.372986 0.386668
5.8 0.289692 0.381972 0.394479
5.9 0.266085 0.387467 0.398444
6 0.241971 0.389317 0.398444
6.1 0.217852 0.387467 0.394479
6.2 0.194186 0.381972 0.386668
6.3 0.171369 0.372986 0.37524
6.4 0.149727 0.360759 0.360527
6.5 0.129518 0.345626 0.342944
6.6 0.110921 0.32799 0.322972
6.7 0.094049 0.308303 0.301137
6.8 0.0789501 0.287052 0.277985
6.9 0.0656158 0.264732 0.254059
7 0.053991 0.241833 0.229882
7.1 0.0439836 0.218821 0.205936
7.2 0.0354746 0.196122 0.182649
7.3 0.028327 0.174112 0.160383
7.4 0.0223945 0.153106 0.139431
7.5 0.0175283 0.133359 0.120009
7.6 0.013583 0.115057 0.102265
7.7 0.0104209 0.0983259 0.0862773
7.8 0.00791545 0.0832311 0.0720649
7.9 0.00595253 0.0697857 0.0595947
8 0.00443185 0.0579575 0.048792
8.1 0.00326682 0.0476777 0.03955
8.2 0.00238409 0.0388494 0.0317397
8.3 0.00172257 0.0313555 0.0252182
8.4 0.00123222 0.0250673 0.0198373
8.5 0.000872683 0.01985 0.0154494
8.6 0.000611901 0.0155696 0.0119122
8.7 0.000424781 0.0120963 0.00909357
8.8 0.000291947 0.00930876 0.00687277
8.9 0.000198655 0.00709563 0.00514264
9 0.00013383 0.00535735 0.00380976
9.1 8.92615e-05 0.00400655 0.00279425
9.2 5.89431e-05 0.0029679 0.00202905
9.3 3.85352e-05 0.00217766 0.00145873
9.4 2.49424e-05 0.00158266 0.00103828
9.5 1.59837e-05 0.00113932 0.000731664
9.6 1.01408e-05 0.00081239 0.000510464
9.7 6.36983e-06 0.000573773 0.000352596
9.8 3.9613e-06 0.000401397 0.000241126
9.9 2.43895e-06 0.000278142 0.000163256
10 1.48672e-06 0.000190905 0.000109434
